"gene","xist_r","airn_r","kcnq1ot1_r"
"1110059E24Rik_chr19_21581202_21652976_-_ENSMUSG00000035171.9_ENSMUSG00000035171.9.unspliced",0.232681962245549,0.263608088740903,0.295380799234108
"1110059G10Rik_chr9_122945089_122951000_-_ENSMUSG00000032551.7_ENSMUSG00000032551.7.unspliced",0.223963128683528,0.333607500142431,0.279686714989088
"1110065P20Rik_chr4_124849080_124851196_-_ENSMUSG00000078570.10_ENSMUSG00000078570.10.unspliced",0.103360711840405,0.137705907790059,0.126717251559597
"1190007I07Rik_chr10_82619851_82623228_-_ENSMUSG00000063320.11_ENSMUSG00000063320.11.unspliced",0.331393322422882,0.39331855236172,0.274341613488674
"1190028D05Rik_chr8_52356611_52403339_+_ENSMUSG00000110013.1_ENSMUSG00000110013.1.unspliced",0.136137205554453,0.0844080768519433,0.184551192678377
"1300002E11Rik_chr16_21794318_21809040_+_ENSMUSG00000097290.9_ENSMUSG00000097290.9.unspliced",0.0449944491140099,0.209297232367105,0.379067292242213
"1300002E11Rik_chr16_21794318_21809040_+_ENSMUSG00000097290.9_ENSMUST00000180830.2",-0.0150174144774748,0.0745834611972815,0.224997965604973
"1300002E11Rik_chr16_21794318_21809040_+_ENSMUSG00000097290.9_ENSMUST00000209728.1",-0.0625235010477669,0.0471804032546608,0.178471910973973
"1300014J16Rik_chr12_80115863_80117199_+_ENSMUSG00000112545.1_ENSMUST00000219015.1.monoexonic.unspliced",0.0450975933997477,0.297500636569301,0.270794888625667
"1300017J02Rik_chr9_103250521_103305082_-_ENSMUSG00000033688.10_ENSMUSG00000033688.10.unspliced",0.154269697767436,0.319778358036357,0.297850057551384
"1500009L16Rik_chr10_83722865_83762762_+_ENSMUSG00000087651.3_ENSMUSG00000087651.3.unspliced",0.20174032875379,0.165469393715851,0.1448107846535
"1500011B03Rik_chr5_114808196_114823468_-_ENSMUSG00000072694.8_ENSMUSG00000072694.8.unspliced",0.346895904943953,0.318299013659164,0.323017652167505
"1500015A07Rik_chr18_61726390_61735917_+_ENSMUSG00000098702.1_ENSMUST00000184181.1",0.357040417171432,0.528615121213626,0.432568035666451
"1600010M07Rik_chr7_109998376_110151202_-_ENSMUSG00000101585.6_ENSMUSG00000101585.6.unspliced",0.126818717748382,0.198467836077223,0.174344904881791
"1600012H06Rik_chr17_14943184_14959570_+_ENSMUSG00000050088.9_ENSMUSG00000050088.9.unspliced",0.401624651774677,0.263705034667066,0.130344901643744
"1600014C10Rik_chr7_38183217_38197568_+_ENSMUSG00000054676.15_ENSMUSG00000054676.15.unspliced",0.114343163613435,0.112527246683972,0.127070476465992
"1600020E01Rik_chr6_86526247_86582466_+_ENSMUSG00000097048.7_ENSMUSG00000097048.7.unspliced",0.243568169967758,0.434795220307851,0.404381558805535
"1600020E01Rik_chr6_86526247_86582466_+_ENSMUSG00000097048.7_ENSMUST00000204008.2",0.278160563869531,0.190406046671002,0.266249167961999
"1600025M17Rik_chrX_56317608_56320664_+_ENSMUSG00000085114.1_ENSMUSG00000085114.1.unspliced",0.0343268644028818,0.119750448444813,0.0555542639230905
"1600025M17Rik_chrX_56317608_56320664_+_ENSMUSG00000085114.1_ENSMUST00000138262.1",0.0325914782493161,0.104382064530248,0.0775601714514588
"1700001C19Rik_chr17_47412734_47437376_-_ENSMUSG00000047150.8_ENSMUSG00000047150.8.unspliced",0.160406713730893,0.154243954682414,0.0739851819062433
"1700001G11Rik_chr14_66295334_66297129_-_ENSMUSG00000085984.7_ENSMUSG00000085984.7.unspliced",-0.0109733782423064,0.0287635286730889,0.161940665965894
"1700001G17Rik_chr1_33669824_33670712_+_ENSMUSG00000103746.1_ENSMUST00000191779.1.monoexonic.unspliced",-0.0104267008334717,0.0234355008805577,-0.027683235134109
"1700001J03Rik_chr5_146182441_146185304_-_ENSMUSG00000095040.2_ENSMUSG00000095040.2.unspliced",0.0809275556149437,-0.0204420266208078,-0.0485150653952831
"1700001J03Rik_chr5_146182441_146185304_-_ENSMUSG00000095040.2_ENSMUST00000073721.6",0.108321829106678,-0.0667124056550443,-0.033772169247773
"1700001K19Rik_chr12_110667688_110682619_-_ENSMUSG00000056508.6_ENSMUSG00000056508.6.unspliced",0.0342290552044763,0.249058529091033,0.286793553330973
"1700001L05Rik_chr15_83353847_83367282_-_ENSMUSG00000075511.9_ENSMUSG00000075511.9.unspliced",0.216864986511672,0.406517425828166,0.461892551070978
"1700001L05Rik_chr15_83353847_83367282_-_ENSMUSG00000075511.9_ENSMUST00000179705.1",0.168782655979746,0.194097072027133,0.203108412678211
"1700001O22Rik_chr2_30794769_30803661_-_ENSMUSG00000044320.14_ENSMUSG00000044320.14.unspliced",0.253410487503,0.31763002244745,0.336219024224965
"1700001P01Rik_chr11_97771481_97775918_-_ENSMUSG00000018543.8_ENSMUSG00000018543.8.unspliced",-0.0111280573050945,0.337094706273129,0.326934356809776
"1700003C15Rik_chr5_11689253_11769308_-_ENSMUSG00000099391.2_ENSMUSG00000099391.2.unspliced",0.00587008092706896,-0.0486977204920748,0.00144464210220256
"1700003F12Rik_chr2_154547085_154550003_+_ENSMUSG00000038523.10_ENSMUSG00000038523.10.unspliced",-0.0965735728516841,-0.00599150498206849,0.107926225106327
"1700003G18Rik_chr7_116081759_116093159_-_ENSMUSG00000087621.7_ENSMUSG00000087621.7.unspliced",-0.00619501537516318,0.102523517758508,0.233334157249137
"1700003M07Rik_chr4_129960374_129963657_+_ENSMUSG00000085389.7_ENSMUSG00000085389.7.unspliced",0.134322202770891,0.185252146114318,0.276277887420974
"1700007K13Rik_chr2_28462001_28466332_-_ENSMUSG00000026831.16_ENSMUSG00000026831.16.unspliced",0.0160387729238724,-0.0839049566209299,0.00339489801012148
"1700007L15Rik_chr16_33379854_33380727_-_ENSMUSG00000097318.2_ENSMUSG00000097318.2.unspliced",0.209473489057469,0.125787607324935,0.100075342833463
"1700008A23Rik_chr9_99322826_99323516_+_ENSMUSG00000103452.1_ENSMUST00000191694.1.monoexonic.unspliced",0.131795590102347,0.123067251674975,0.0752816280426061
"1700008J07Rik_chr7_127510438_127512869_-_ENSMUSG00000101225.1_ENSMUST00000185351.1.monoexonic.unspliced",0.206083329087914,0.443853762117751,0.449784352099042
"1700008O03Rik_chr7_44360043_44385820_-_ENSMUSG00000008028.15_ENSMUSG00000008028.15.unspliced",0.37230364890233,0.488643945637901,0.403714843864777
"1700010I14Rik_chr17_8988333_9011949_+_ENSMUSG00000023873.13_ENSMUSG00000023873.13.unspliced",0.260480766664591,0.305622075863596,0.259892661258956
"1700010K24Rik_chr3_108248909_108256985_-_ENSMUSG00000085102.1_ENSMUSG00000085102.1.unspliced",0.321565848090705,0.268853261220535,0.190932258104914
"1700012C14Rik_chr6_30460128_30463313_+_ENSMUSG00000085470.1_ENSMUSG00000085470.1.unspliced",-0.0214438132427656,-0.00394454603656707,-0.042571596596918
"1700012D14Rik_chr7_111083064_111122684_-_ENSMUSG00000110424.1_ENSMUSG00000110424.1.unspliced",0.184177002706494,0.326544342811808,0.441036196475063
"1700012D14Rik_chr7_111083064_111122684_-_ENSMUSG00000110424.1_ENSMUST00000210788.1",0.181898784558951,0.209290680774313,0.382617491499448
"1700016A09Rik_chr8_120536892_120537726_-_ENSMUSG00000102737.1_ENSMUST00000192004.1.monoexonic.unspliced",-0.122203699859605,0.0567239001681485,0.0895450311466235
"1700017B05Rik_chr9_57253117_57262612_-_ENSMUSG00000032300.7_ENSMUSG00000032300.7.unspliced",0.291521617224149,0.263700515773943,0.238912030140942
"1700018L02Rik_chr19_29046245_29048729_+_ENSMUSG00000100075.1_ENSMUST00000187897.1.monoexonic.unspliced",0.0998379836197739,0.122517673568171,0.176208696169177
"1700019A02Rik_chr1_53158577_53187636_-_ENSMUSG00000060715.9_ENSMUSG00000060715.9.unspliced",0.11406234055062,0.289301119621021,0.251272797932738
"1700019D03Rik_chr1_52922324_53020179_-_ENSMUSG00000043629.12_ENSMUSG00000043629.12.unspliced",0.0358242249613905,0.166698518351774,0.172251909467275
"1700019D03Rik_chr1_52922324_53020179_-_ENSMUSG00000043629.12_ENSMUST00000114492.7",0.411850251274511,0.421997819715807,0.258140201454936
"1700019L13Rik_chr9_119983146_119988092_+_ENSMUSG00000111639.1_ENSMUSG00000111639.1.unspliced",0.065130238875563,0.16351150168622,0.106501534536868
"1700020D05Rik_chr19_5502767_5503787_-_ENSMUSG00000100937.1_ENSMUST00000189704.1.monoexonic.unspliced",0.109107767198166,0.269637154591845,0.167194385777345
"1700021A07Rik_chr10_21419358_21426565_+_ENSMUSG00000037535.5_ENSMUSG00000037535.5.unspliced",0.0439680099869952,0.118491735256398,0.157802575506901
"1700022H01Rik_chr10_61674789_61680255_-_ENSMUSG00000112581.1_ENSMUSG00000112581.1.unspliced",NA,NA,NA
"1700022N22Rik_chr17_25985808_25991030_+_ENSMUSG00000097523.2_ENSMUSG00000097523.2.unspliced",0.188463573226923,0.284226861433774,0.345160077963795
"1700022N22Rik_chr17_25985808_25991030_+_ENSMUSG00000097523.2_ENSMUST00000180932.2",0.103715538131099,0.0870727192958123,0.11432695108959
"1700024B05Rik_chr14_41943995_42003821_+_ENSMUSG00000052334.11_ENSMUSG00000052334.11.unspliced",0.150074018892386,0.476439546165844,0.447574723574543
"1700024J04Rik_chr11_49586641_49588462_-_ENSMUSG00000069890.3_ENSMUSG00000069890.3.unspliced",-0.077486247832193,0.0515574358083379,0.153601720567461
"1700024J04Rik_chr11_49586641_49588462_-_ENSMUSG00000069890.3_ENSMUST00000093146.3",-0.0745861443569165,0.059484221908118,0.15819803920376
"1700025G04Rik_chr1_151852403_152090125_-_ENSMUSG00000032666.16_ENSMUSG00000032666.16.unspliced",0.17886056539636,0.291255943823704,0.353804404090155
"1700025M24Rik_chr5_73268581_73284187_-_ENSMUSG00000100175.6_ENSMUSG00000100175.6.unspliced",0.294128845049998,0.32661037113171,0.312877815575064
"1700025M24Rik_chr5_73268581_73284187_-_ENSMUSG00000100175.6_ENSMUST00000191524.2",0.28633503141345,0.366503758865506,0.289576021976675
"1700026J14Rik_chr6_48536582_48537474_-_ENSMUSG00000097716.1_ENSMUST00000180937.1",0.145834356227616,0.181172115363186,0.0686809612256063
"1700026N04Rik_chr13_47106419_47109519_+_ENSMUSG00000114681.1_ENSMUSG00000114681.1.unspliced",0.219773845471301,0.333209097928747,0.381776457396188
"1700027I24Rik_chr9_36668856_36693189_-_ENSMUSG00000098304.2_ENSMUSG00000098304.2.unspliced",0.0176564984294695,0.174833436369312,0.337555205991039
"1700027I24Rik_chr9_36668856_36693189_-_ENSMUSG00000098304.2_ENSMUST00000183612.1",-0.0975141382339957,0.0170686545186237,0.180157304306432
"1700027J07Rik_chr10_43745809_43765836_+_ENSMUSG00000111422.1_ENSMUSG00000111422.1.unspliced",0.138784266375334,0.377004423797256,0.310429232552641
"1700028E10Rik_chr5_151368675_151432118_+_ENSMUSG00000097321.5_ENSMUSG00000097321.5.unspliced",0.0880637671016644,0.276213686413048,0.305407566139029
"1700028I16Rik_chr10_82812123_82824242_+_ENSMUSG00000056821.13_ENSMUSG00000056821.13.unspliced",0.199705848299375,0.304566716882438,0.251247547501601
"1700028J19Rik_chr7_44229811_44246695_-_ENSMUSG00000038782.7_ENSMUSG00000038782.7.unspliced",0.151269979903648,0.247555548624535,0.297694561179426
"1700028N14Rik_chr11_103264860_103267745_-_ENSMUSG00000078635.3_ENSMUSG00000078635.3.unspliced",-0.0121670621779782,0.191714273712328,0.324322670588367
"1700029J07Rik_chr8_45953606_45975440_-_ENSMUSG00000071103.10_ENSMUSG00000071103.10.unspliced",0.132152334149374,0.182902093893592,0.24174161537048
"1700029J07Rik_chr8_45953606_45975440_-_ENSMUSG00000071103.10_ENSMUST00000095323.7",0.102828719947558,0.192006317732373,0.252682550009228
"1700030C10Rik_chr12_20804381_20815779_-_ENSMUSG00000099759.1_ENSMUSG00000099759.1.unspliced",0.263334061334341,0.307946022248548,0.408766426662994
"1700030J22Rik_chr8_116969594_116978959_-_ENSMUSG00000031847.8_ENSMUSG00000031847.8.unspliced",0.208592986739033,0.188452053020208,0.178233428733778
"1700030K09Rik_chr8_72443880_72461001_+_ENSMUSG00000052794.13_ENSMUSG00000052794.13.unspliced",0.215937220190999,0.353744761536074,0.348814972507029
"1700034H15Rik_chr1_191886130_191907527_-_ENSMUSG00000055833.14_ENSMUSG00000055833.14.unspliced",0.142441157597986,0.266351511232817,0.276715183983089
"1700034P13Rik_chr1_9747648_9791924_+_ENSMUSG00000097893.8_ENSMUSG00000097893.8.unspliced",0.0304108818033253,0.172442482391091,0.250886267248391
"1700034P13Rik_chr1_9747648_9791924_+_ENSMUSG00000097893.8_ENSMUST00000189431.1",0.0609917029147986,0.0898105334372747,0.0871462942642523
"1700037H04Rik_chr2_131146324_131160081_-_ENSMUSG00000027327.16_ENSMUSG00000027327.16.unspliced",0.022677577118008,0.104897045654093,0.158895552628827
"1700039E22Rik_chr19_44828493_44835938_-_ENSMUSG00000092369.1_ENSMUSG00000092369.1.unspliced",0.0684202046628954,0.215887764478969,0.2021533997367
"1700040L08Rik_chr6_71543192_71544114_-_ENSMUSG00000107406.1_ENSMUST00000205011.1",-0.0332948096961486,-0.0596237286130973,-0.0125693392512725
"1700041G16Rik_chr8_22805766_22809537_+_ENSMUSG00000054822.5_ENSMUSG00000054822.5.unspliced",0.127650224189218,0.110679734998511,0.142555742842871
"1700047K16Rik_chr11_58322988_58324439_+_ENSMUSG00000087347.1_ENSMUST00000145068.1",0.082562362070305,0.0563154263604782,0.0127708728274017
"1700052K11Rik_chr11_105177726_105181433_-_ENSMUSG00000099681.1_ENSMUST00000190120.1.monoexonic.unspliced",0.391226254375354,0.425116037065335,0.346772292677505
"1700055C04Rik_chr9_64038465_64041465_-_ENSMUSG00000093616.1_ENSMUSG00000093616.1.unspliced",0.12210566068702,0.195507705666174,0.0420555242499463
"1700055D18Rik_chr4_45011687_45015406_+_ENSMUSG00000070997.4_ENSMUST00000186030.1.monoexonic.unspliced",0.379206142543923,0.3842412979865,0.351740183859443
"1700056N10Rik_chr16_17047520_17049111_+_ENSMUSG00000084792.1_ENSMUSG00000084792.1.unspliced",0.0909307030994558,0.21292929395966,0.26482721787289
"1700058P15Rik_chr7_19258492_19259739_+_ENSMUSG00000089636.1_ENSMUSG00000089636.1.unspliced",-0.0267546922315119,-0.0865856961401675,-0.016177532776403
"1700063J08Rik_chr17_28951855_28952408_-_ENSMUSG00000117080.1_ENSMUST00000233094.1.monoexonic.unspliced",-0.0337049397740607,-0.00608759100749802,-0.0689848157861313
"1700066M21Rik_chr1_57377620_57385423_+_ENSMUSG00000038323.3_ENSMUSG00000038323.3.unspliced",0.082840502300532,0.224908310697845,0.327689142060875
"1700067K01Rik_chr8_84001502_84004770_+_ENSMUSG00000046408.15_ENSMUSG00000046408.15.unspliced",0.0795671529708913,0.325294911416927,0.217840790272407
"1700082M22Rik_chr8_104641807_104658558_+_ENSMUSG00000023737.14_ENSMUSG00000023737.14.unspliced",-0.130390476184502,0.145204877804957,0.225760186904664
"1700084C06Rik_chr9_21091755_21128393_+_ENSMUSG00000086016.1_ENSMUSG00000086016.1.unspliced",0.349929937516538,0.528676233042299,0.534573757782869
"1700084E18Rik_chr2_30236795_30238223_-_ENSMUSG00000100747.4_ENSMUSG00000100747.4.unspliced",0.0939472870160913,0.161442906336504,0.195223149031629
"1700086D15Rik_chr11_65151910_65159891_-_ENSMUSG00000020548.10_ENSMUSG00000020548.10.unspliced",0.219445809231233,0.360654998091099,0.453435788995688
"1700086P04Rik_chr4_129050097_129057983_-_ENSMUSG00000085085.2_ENSMUSG00000085085.2.unspliced",0.161100013828824,0.379431916607978,0.26273023004195
"1700088E04Rik_chr15_79129349_79141253_-_ENSMUSG00000033029.12_ENSMUST00000187550.6",0.030560762876161,0.0795710338307058,0.136692624939287
"1700092M07Rik_chr19_8740718_8741225_+_ENSMUSG00000090840.2_ENSMUSG00000090840.2.unspliced",0.311282860508192,0.375163951386755,0.255745996923961
"1700093J21Rik_chr16_96082676_96089070_+_ENSMUSG00000117289.1_ENSMUSG00000117289.1.unspliced",0.152280854889013,0.270263024937045,0.242355700436613
"1700093K21Rik_chr11_23516203_23521155_-_ENSMUSG00000020286.13_ENSMUSG00000020286.13.unspliced",0.376499513678081,0.142951933276163,0.155210174673102
"1700093K21Rik_chr11_23516203_23521155_-_ENSMUSG00000020286.13_ENSMUST00000239488.1",0.379144631997553,0.174242331804126,0.173176499355467
"1700094D03Rik_chr3_90062796_90068347_+_ENSMUSG00000118506.1_ENSMUSG00000118506.1.unspliced",0.36951665627835,0.362269851733989,0.348160791877397
"1700094D03Rik_chr3_90062796_90068347_+_ENSMUSG00000118506.1_ENSMUST00000029551.2",0.432826457554789,0.3663910844797,0.334370412454354
"1700094D03Rik_chr3_90062796_90068347_+_ENSMUSG00000118506.1_ENSMUST00000238911.1",0.331436349421266,0.277561989480345,0.254060555209551
"1700102H20Rik_chr17_3557824_3559862_+_ENSMUSG00000116852.1_ENSMUSG00000116852.1.unspliced",0.0670489652323173,0.0602919376453884,0.0237755788542442
"1700102P08Rik_chr9_108392805_108410934_+_ENSMUSG00000032611.9_ENSMUSG00000032611.9.unspliced",0.169177094115687,0.196726734821206,0.167847611982043
"1700102P08Rik_chr9_108392805_108410934_+_ENSMUSG00000032611.9_ENSMUST00000035234.5",0.14583129849252,0.0489497830151446,0.0519800831982813
"1700102P08Rik_chr9_108392805_108410934_+_ENSMUSG00000032611.9_ENSMUST00000192995.5",0.0705529959741889,0.114677096755694,0.0559653665469266
"1700108F19Rik_chr14_76672963_76687169_+_ENSMUSG00000101009.6_ENSMUSG00000101009.6.unspliced",0.145973942781981,0.180830440219225,0.310053666580147
"1700109H08Rik_chr5_3571566_3584356_+_ENSMUSG00000008307.11_ENSMUSG00000008307.11.unspliced",0.273686980119934,0.40127536682379,0.41977092785986
"1700109H08Rik_chr5_3571566_3584356_+_ENSMUSG00000008307.11_ENSMUST00000008451.11",0.144715207745528,0.104197664792291,0.150890594768999
"1700110C19Rik_chr17_10324602_10329307_+_ENSMUSG00000099384.6_ENSMUSG00000099384.6.unspliced",0.0599033214761792,0.114086604753636,0.111254143867677
"1700112D23Rik_chr3_28702667_28781108_-_ENSMUSG00000091329.2_ENSMUSG00000091329.2.unspliced",0.191874829281087,0.110343531005931,0.154097018704741
"1700112J16Rik_chr7_67204082_67222536_-_ENSMUSG00000097527.2_ENSMUSG00000097527.2.unspliced",0.201133042336867,0.343737093459945,0.27082754517887
"1700113A16Rik_chr3_88171556_88177785_-_ENSMUSG00000096935.5_ENSMUSG00000096935.5.unspliced",0.209412389464902,0.0776272168808003,0.059085474741416
"1700120B22Rik_chr10_63243068_63244153_-_ENSMUSG00000045391.4_ENSMUSG00000045391.4.unspliced",-0.0577260616654718,0.02441304157555,0.0826912768424733
"1700120C14Rik_chr15_99249511_99262044_+_ENSMUSG00000100599.2_ENSMUSG00000100599.2.unspliced",0.131670252557144,0.0956578323009694,0.154463634680524
"1700122E12Rik_chr8_84847188_84848415_+_ENSMUSG00000087685.1_ENSMUSG00000087685.1.unspliced",0.141640287714066,0.0854446993744009,0.201031361066757
"1700123M08Rik_chr4_11966565_11994280_+_ENSMUSG00000085614.1_ENSMUSG00000085614.1.unspliced",0.273328757468263,0.177207926702747,0.243088456178937
"1700123O20Rik_chr14_54686216_54690741_+_ENSMUSG00000040822.7_ENSMUSG00000040822.7.unspliced",0.261893117950184,0.284154317364761,0.274949210110975
"1700124L16Rik_chr6_83761756_83762865_-_ENSMUSG00000099354.6_ENSMUST00000190077.1.monoexonic.unspliced",0.0684047574007388,0.0976943843260615,0.1926120435155
"1700125G22Rik_chr3_27154026_27157019_+_ENSMUSG00000097584.1_ENSMUSG00000097584.1.unspliced",0.00185520051418552,0.0117398998922755,0.0234439736869263
"1810009A15Rik_chr19_8888853_8890881_+_ENSMUSG00000071653.9_ENSMUSG00000071653.9.unspliced",0.254559690984078,0.133064306167814,0.18976826237468
"1810010H24Rik_chr11_107025681_107030443_+_ENSMUSG00000078607.6_ENSMUSG00000078607.6.unspliced",0.14748671018597,0.223104681893709,0.329935346573301
"1810012K16Rik_chr8_22398721_22399596_+_ENSMUSG00000099825.1_ENSMUSG00000099825.1.unspliced",-0.0954485094367108,0.0728610222462433,0.0472896536071053
"1810013L24Rik_chr16_8830100_8858922_+_ENSMUSG00000022507.6_ENSMUSG00000022507.6.unspliced",0.401539041491571,0.394321223331146,0.398079361220104
"1810014B01Rik_chr10_86685525_86694806_+_ENSMUSG00000097412.2_ENSMUST00000218095.1",0.116012960335632,0.0774641984976615,0.0980999673295128
"1810019D21Rik_chr8_106135400_106138525_+_ENSMUSG00000086390.7_ENSMUSG00000086390.7.unspliced",0.122447955359125,0.365062407526655,0.335187103055899
"1810019D21Rik_chr8_106135400_106138525_+_ENSMUSG00000086390.7_ENSMUST00000145343.1",-0.0527770629535362,0.157416988805336,0.189377151424065
"1810019N24Rik_chr7_12948592_12961768_-_ENSMUSG00000097115.2_ENSMUST00000181128.1",0.0213517366009272,0.0338869034203732,0.138607822693773
"1810020O05Rik_chr6_87675590_87722801_-_ENSMUSG00000089997.2_ENSMUST00000238521.1",-0.108642967332289,-0.0294177335287586,0.0371471146543569
"1810021B22Rik_chr15_89071196_89075852_-_ENSMUSG00000087331.8_ENSMUSG00000087331.8.unspliced",0.032543409677483,0.0727526035489699,0.12992910030911
"1810024B03Rik_chr2_127186355_127208280_-_ENSMUSG00000044145.2_ENSMUSG00000044145.2.unspliced",0.166850556768268,0.357467373052157,0.447936624213654
"1810026B05Rik_chr7_73539801_73558395_-_ENSMUSG00000101970.8_ENSMUSG00000101970.8.unspliced",0.421591190069534,0.400373788860471,0.41856669217372
"1810026B05Rik_chr7_73539801_73558395_-_ENSMUSG00000101970.8_ENSMUST00000184554.7",0.431427871653989,0.222070533089427,0.194790103686004
"1810030O07Rik_chrX_12654879_12673668_-_ENSMUSG00000044148.6_ENSMUSG00000044148.6.unspliced",0.0417957947638391,0.199525595460364,0.189310181008966
"1810037I17Rik_chr3_122924203_122926184_+_ENSMUSG00000054091.9_ENSMUSG00000054091.9.unspliced",0.152765141591392,0.181152813377787,0.111977414425777
"1810044D09Rik_chr6_91440987_91441755_+_ENSMUSG00000100680.1_ENSMUSG00000100680.1.unspliced",0.11766745755647,-0.0223721910343942,0.0160685076860441
"1810055G02Rik_chr19_3708293_3717881_+_ENSMUSG00000035372.2_ENSMUSG00000035372.2.unspliced",0.186227936952635,0.299490865491965,0.289745889530845
