target_id,xist_rval,airn_rval,ot1_rval
1110059E24Rik_chr19_21581202_21652976_-_ENSMUSG00000035171.9_ENSMUSG00000035171.9.unspliced,0.077262989,0.640263236,0.866199645
1110059G10Rik_chr9_122945089_122951000_-_ENSMUSG00000032551.7_ENSMUSG00000032551.7.unspliced,-0.163719589,-0.169196459,-0.149427647
1110065P20Rik_chr4_124849080_124851196_-_ENSMUSG00000078570.10_ENSMUSG00000078570.10.unspliced,0.608313315,0.379797372,0.177555788
1190007I07Rik_chr10_82619851_82623228_-_ENSMUSG00000063320.11_ENSMUSG00000063320.11.unspliced,-0.113820799,0.50677605,0.607635287
1190028D05Rik_chr8_52356611_52403339_+_ENSMUSG00000110013.1_ENSMUSG00000110013.1.unspliced,-0.200961046,-0.21076546,-0.113622619
1300002E11Rik_chr16_21794318_21809040_+_ENSMUSG00000097290.9_ENSMUSG00000097290.9.unspliced,-0.162310403,0.277542063,0.404333743
1300002E11Rik_chr16_21794318_21809040_+_ENSMUSG00000097290.9_ENSMUST00000180830.2,-0.086309354,-0.062957405,0.051558019
1300002E11Rik_chr16_21794318_21809040_+_ENSMUSG00000097290.9_ENSMUST00000209728.1,-0.176808169,-0.260475043,-0.319690586
1300014J16Rik_chr12_80115863_80117199_+_ENSMUSG00000112545.1_ENSMUST00000219015.1.monoexonic.unspliced,-0.013620373,0.356885683,0.440574255
1300017J02Rik_chr9_103250521_103305082_-_ENSMUSG00000033688.10_ENSMUSG00000033688.10.unspliced,0.543210527,0.780007801,0.672219959
1500009L16Rik_chr10_83722865_83762762_+_ENSMUSG00000087651.3_ENSMUSG00000087651.3.unspliced,-0.096212015,0.375309382,0.591152962
1500011B03Rik_chr5_114808196_114823468_-_ENSMUSG00000072694.8_ENSMUSG00000072694.8.unspliced,0.058823462,0.72189156,0.666322143
1500015A07Rik_chr18_61726390_61735917_+_ENSMUSG00000098702.1_ENSMUST00000184181.1,0.470869348,0.335687294,0.137344193
1600010M07Rik_chr7_109998376_110151202_-_ENSMUSG00000101585.6_ENSMUSG00000101585.6.unspliced,0.285196273,0.290824248,0.160018767
1600012H06Rik_chr17_14943184_14959570_+_ENSMUSG00000050088.9_ENSMUSG00000050088.9.unspliced,0.722206717,0.45435865,0.265025199
1600014C10Rik_chr7_38183217_38197568_+_ENSMUSG00000054676.15_ENSMUSG00000054676.15.unspliced,-0.129560118,-0.019786874,0.268910339
1600020E01Rik_chr6_86526247_86582466_+_ENSMUSG00000097048.7_ENSMUSG00000097048.7.unspliced,-0.096127653,0.174804484,0.382356102
1600020E01Rik_chr6_86526247_86582466_+_ENSMUSG00000097048.7_ENSMUST00000204008.2,-0.086822777,-0.171333435,-0.186632133
1600025M17Rik_chrX_56317608_56320664_+_ENSMUSG00000085114.1_ENSMUSG00000085114.1.unspliced,NA,NA,NA
1600025M17Rik_chrX_56317608_56320664_+_ENSMUSG00000085114.1_ENSMUST00000138262.1,NA,NA,NA
1700001C19Rik_chr17_47412734_47437376_-_ENSMUSG00000047150.8_ENSMUSG00000047150.8.unspliced,-0.068692724,0.290012679,0.301708992
1700001G11Rik_chr14_66295334_66297129_-_ENSMUSG00000085984.7_ENSMUSG00000085984.7.unspliced,0.716971832,0.438400438,0.267515865
1700001G17Rik_chr1_33669824_33670712_+_ENSMUSG00000103746.1_ENSMUST00000191779.1.monoexonic.unspliced,0.71177208,0.474417978,0.287840032
1700001J03Rik_chr5_146182441_146185304_-_ENSMUSG00000095040.2_ENSMUSG00000095040.2.unspliced,-0.196765002,-0.220717993,-0.221136423
1700001J03Rik_chr5_146182441_146185304_-_ENSMUSG00000095040.2_ENSMUST00000073721.6,-0.027270739,-0.13267297,-0.187706083
1700001K19Rik_chr12_110667688_110682619_-_ENSMUSG00000056508.6_ENSMUSG00000056508.6.unspliced,-0.028104495,-0.006658458,-0.034565182
1700001L05Rik_chr15_83353847_83367282_-_ENSMUSG00000075511.9_ENSMUSG00000075511.9.unspliced,-0.020560836,0.147663923,0.497468463
1700001L05Rik_chr15_83353847_83367282_-_ENSMUSG00000075511.9_ENSMUST00000179705.1,0.671023749,0.56017385,0.28226414
1700001O22Rik_chr2_30794769_30803661_-_ENSMUSG00000044320.14_ENSMUSG00000044320.14.unspliced,-0.069462733,0.734497343,0.597564979
1700001P01Rik_chr11_97771481_97775918_-_ENSMUSG00000018543.8_ENSMUSG00000018543.8.unspliced,-0.035546305,-0.052916038,-0.015324322
1700003C15Rik_chr5_11689253_11769308_-_ENSMUSG00000099391.2_ENSMUSG00000099391.2.unspliced,-0.086389651,0.079606165,0.078479021
1700003F12Rik_chr2_154547085_154550003_+_ENSMUSG00000038523.10_ENSMUSG00000038523.10.unspliced,-0.173619053,0.207898722,0.134130627
1700003G18Rik_chr7_116081759_116093159_-_ENSMUSG00000087621.7_ENSMUSG00000087621.7.unspliced,-0.024337178,-0.120867588,-0.11689278
1700003M07Rik_chr4_129960374_129963657_+_ENSMUSG00000085389.7_ENSMUSG00000085389.7.unspliced,-0.222270673,0.250917902,0.0529649
1700007K13Rik_chr2_28462001_28466332_-_ENSMUSG00000026831.16_ENSMUSG00000026831.16.unspliced,-0.035961876,0.120632066,0.073141692
1700007L15Rik_chr16_33379854_33380727_-_ENSMUSG00000097318.2_ENSMUSG00000097318.2.unspliced,0.083503948,0.248279495,0.419681872
1700008A23Rik_chr9_99322826_99323516_+_ENSMUSG00000103452.1_ENSMUST00000191694.1.monoexonic.unspliced,0.739352807,0.455975071,0.279069033
1700008J07Rik_chr7_127510438_127512869_-_ENSMUSG00000101225.1_ENSMUST00000185351.1.monoexonic.unspliced,0.4842023,0.765244245,0.57018525
1700008O03Rik_chr7_44360043_44385820_-_ENSMUSG00000008028.15_ENSMUSG00000008028.15.unspliced,-0.118759738,0.05613622,0.138956866
1700010I14Rik_chr17_8988333_9011949_+_ENSMUSG00000023873.13_ENSMUSG00000023873.13.unspliced,-0.14012074,0.452769092,0.417745308
1700010K24Rik_chr3_108248909_108256985_-_ENSMUSG00000085102.1_ENSMUSG00000085102.1.unspliced,0.590663593,0.482292317,0.281248382
1700012C14Rik_chr6_30460128_30463313_+_ENSMUSG00000085470.1_ENSMUSG00000085470.1.unspliced,-0.097758509,0.298451318,0.241671
1700012D14Rik_chr7_111083064_111122684_-_ENSMUSG00000110424.1_ENSMUSG00000110424.1.unspliced,-0.064913404,0.48949653,0.558444451
1700012D14Rik_chr7_111083064_111122684_-_ENSMUSG00000110424.1_ENSMUST00000210788.1,0.571610538,0.323471928,0.140476912
1700016A09Rik_chr8_120536892_120537726_-_ENSMUSG00000102737.1_ENSMUST00000192004.1.monoexonic.unspliced,0.37982802,0.126860679,0.063323533
1700017B05Rik_chr9_57253117_57262612_-_ENSMUSG00000032300.7_ENSMUSG00000032300.7.unspliced,-0.077808509,0.023620697,0.348247229
1700018L02Rik_chr19_29046245_29048729_+_ENSMUSG00000100075.1_ENSMUST00000187897.1.monoexonic.unspliced,0.062762104,0.275127668,0.180947826
1700019A02Rik_chr1_53158577_53187636_-_ENSMUSG00000060715.9_ENSMUSG00000060715.9.unspliced,-0.123112961,-0.021243258,0.268575817
1700019D03Rik_chr1_52922324_53020179_-_ENSMUSG00000043629.12_ENSMUSG00000043629.12.unspliced,-0.1032814,0.037121168,0.32234975
1700019D03Rik_chr1_52922324_53020179_-_ENSMUSG00000043629.12_ENSMUST00000114492.7,0.284863237,-0.164646994,-0.169214961
1700019L13Rik_chr9_119983146_119988092_+_ENSMUSG00000111639.1_ENSMUSG00000111639.1.unspliced,-0.095932976,-0.045802462,-0.136906993
1700020D05Rik_chr19_5502767_5503787_-_ENSMUSG00000100937.1_ENSMUST00000189704.1.monoexonic.unspliced,0.557306524,0.460983896,0.232901076
1700021A07Rik_chr10_21419358_21426565_+_ENSMUSG00000037535.5_ENSMUSG00000037535.5.unspliced,0.588269819,0.372075436,0.326120079
1700022H01Rik_chr10_61674789_61680255_-_ENSMUSG00000112581.1_ENSMUSG00000112581.1.unspliced,-0.098873978,0.293265662,0.236988639
1700022N22Rik_chr17_25985808_25991030_+_ENSMUSG00000097523.2_ENSMUSG00000097523.2.unspliced,-0.024963075,0.437044874,0.507232037
1700022N22Rik_chr17_25985808_25991030_+_ENSMUSG00000097523.2_ENSMUST00000180932.2,0.693671329,0.498039149,0.300548999
1700024B05Rik_chr14_41943995_42003821_+_ENSMUSG00000052334.11_ENSMUSG00000052334.11.unspliced,0.213478395,0.479666782,0.431943603
1700024J04Rik_chr11_49586641_49588462_-_ENSMUSG00000069890.3_ENSMUSG00000069890.3.unspliced,0.120910222,0.613444309,0.341405185
1700024J04Rik_chr11_49586641_49588462_-_ENSMUSG00000069890.3_ENSMUST00000093146.3,0.13667262,0.61847834,0.347231283
1700025G04Rik_chr1_151852403_152090125_-_ENSMUSG00000032666.16_ENSMUSG00000032666.16.unspliced,-0.133530455,0.434924699,0.720568338
1700025M24Rik_chr5_73268581_73284187_-_ENSMUSG00000100175.6_ENSMUSG00000100175.6.unspliced,0.07429335,0.210343418,0.223339637
1700025M24Rik_chr5_73268581_73284187_-_ENSMUSG00000100175.6_ENSMUST00000191524.2,0.440279683,0.189353624,0.070430926
1700026J14Rik_chr6_48536582_48537474_-_ENSMUSG00000097716.1_ENSMUST00000180937.1,NA,NA,NA
1700026N04Rik_chr13_47106419_47109519_+_ENSMUSG00000114681.1_ENSMUSG00000114681.1.unspliced,-0.174579567,0.65410743,0.577929874
1700027I24Rik_chr9_36668856_36693189_-_ENSMUSG00000098304.2_ENSMUSG00000098304.2.unspliced,-0.128350515,0.105868996,0.332660849
1700027I24Rik_chr9_36668856_36693189_-_ENSMUSG00000098304.2_ENSMUST00000183612.1,-0.093817735,0.068093019,0.136835197
1700027J07Rik_chr10_43745809_43765836_+_ENSMUSG00000111422.1_ENSMUSG00000111422.1.unspliced,0.376530227,0.346881625,0.351800692
1700028E10Rik_chr5_151368675_151432118_+_ENSMUSG00000097321.5_ENSMUSG00000097321.5.unspliced,0.091906037,0.78026852,0.82593874
1700028I16Rik_chr10_82812123_82824242_+_ENSMUSG00000056821.13_ENSMUSG00000056821.13.unspliced,0.245925074,0.448818613,0.659090041
1700028J19Rik_chr7_44229811_44246695_-_ENSMUSG00000038782.7_ENSMUSG00000038782.7.unspliced,-0.130342836,0.512199984,0.488941867
1700028N14Rik_chr11_103264860_103267745_-_ENSMUSG00000078635.3_ENSMUSG00000078635.3.unspliced,-0.071499593,-0.128051422,0.060679331
1700029J07Rik_chr8_45953606_45975440_-_ENSMUSG00000071103.10_ENSMUSG00000071103.10.unspliced,-0.103811219,0.281396634,0.16289525
1700029J07Rik_chr8_45953606_45975440_-_ENSMUSG00000071103.10_ENSMUST00000095323.7,0.520304918,0.382398391,0.256789346
1700030C10Rik_chr12_20804381_20815779_-_ENSMUSG00000099759.1_ENSMUSG00000099759.1.unspliced,0.038190254,0.074417705,0.378140821
1700030J22Rik_chr8_116969594_116978959_-_ENSMUSG00000031847.8_ENSMUSG00000031847.8.unspliced,0.785199275,0.506904147,0.386049647
1700030K09Rik_chr8_72443880_72461001_+_ENSMUSG00000052794.13_ENSMUSG00000052794.13.unspliced,-0.066323938,0.52911294,0.580920766
1700034H15Rik_chr1_191886130_191907527_-_ENSMUSG00000055833.14_ENSMUSG00000055833.14.unspliced,0.184987104,0.559867339,0.61859659
1700034P13Rik_chr1_9747648_9791924_+_ENSMUSG00000097893.8_ENSMUSG00000097893.8.unspliced,0.012954627,0.161067184,0.20567338
1700034P13Rik_chr1_9747648_9791924_+_ENSMUSG00000097893.8_ENSMUST00000189431.1,-0.029240433,0.232021654,0.135711869
1700037H04Rik_chr2_131146324_131160081_-_ENSMUSG00000027327.16_ENSMUSG00000027327.16.unspliced,-0.030779944,0.069429437,0.340599638
1700039E22Rik_chr19_44828493_44835938_-_ENSMUSG00000092369.1_ENSMUSG00000092369.1.unspliced,0.085236205,0.573774051,0.835075252
1700040L08Rik_chr6_71543192_71544114_-_ENSMUSG00000107406.1_ENSMUST00000205011.1,NA,NA,NA
1700041G16Rik_chr8_22805766_22809537_+_ENSMUSG00000054822.5_ENSMUSG00000054822.5.unspliced,-0.099747672,0.220231899,0.1718174
1700047K16Rik_chr11_58322988_58324439_+_ENSMUSG00000087347.1_ENSMUST00000145068.1,0.120610105,-0.062122921,-0.07045405
1700052K11Rik_chr11_105177726_105181433_-_ENSMUSG00000099681.1_ENSMUST00000190120.1.monoexonic.unspliced,0.713575697,0.479884009,0.292891501
1700055C04Rik_chr9_64038465_64041465_-_ENSMUSG00000093616.1_ENSMUSG00000093616.1.unspliced,-0.067928757,0.075941026,0.130355272
1700055D18Rik_chr4_45011687_45015406_+_ENSMUSG00000070997.4_ENSMUST00000186030.1.monoexonic.unspliced,0.592836854,0.489630306,0.266668632
1700056N10Rik_chr16_17047520_17049111_+_ENSMUSG00000084792.1_ENSMUSG00000084792.1.unspliced,-0.041492705,0.085113415,0.245151491
1700058P15Rik_chr7_19258492_19259739_+_ENSMUSG00000089636.1_ENSMUSG00000089636.1.unspliced,NA,NA,NA
1700063J08Rik_chr17_28951855_28952408_-_ENSMUSG00000117080.1_ENSMUST00000233094.1.monoexonic.unspliced,0.709407634,0.412795321,0.236784631
1700066M21Rik_chr1_57377620_57385423_+_ENSMUSG00000038323.3_ENSMUSG00000038323.3.unspliced,-0.120574771,0.185331022,0.487618448
1700067K01Rik_chr8_84001502_84004770_+_ENSMUSG00000046408.15_ENSMUSG00000046408.15.unspliced,0.674388522,0.588197845,0.43820479
1700082M22Rik_chr8_104641807_104658558_+_ENSMUSG00000023737.14_ENSMUSG00000023737.14.unspliced,-0.117752897,0.234824047,0.248616611
1700084C06Rik_chr9_21091755_21128393_+_ENSMUSG00000086016.1_ENSMUSG00000086016.1.unspliced,0.300385093,0.697412638,0.631860764
1700084E18Rik_chr2_30236795_30238223_-_ENSMUSG00000100747.4_ENSMUSG00000100747.4.unspliced,0.382859423,0.186626683,0.126318399
1700086D15Rik_chr11_65151910_65159891_-_ENSMUSG00000020548.10_ENSMUSG00000020548.10.unspliced,-0.137367965,-0.117121408,0.056797562
1700086P04Rik_chr4_129050097_129057983_-_ENSMUSG00000085085.2_ENSMUSG00000085085.2.unspliced,0.531777155,0.751454905,0.571491371
1700088E04Rik_chr15_79129349_79141253_-_ENSMUSG00000033029.12_ENSMUST00000187550.6,NA,NA,NA
1700092M07Rik_chr19_8740718_8741225_+_ENSMUSG00000090840.2_ENSMUSG00000090840.2.unspliced,0.435288855,0.49762485,0.327433637
1700093J21Rik_chr16_96082676_96089070_+_ENSMUSG00000117289.1_ENSMUSG00000117289.1.unspliced,-0.018274006,0.627192484,0.711164389
1700093K21Rik_chr11_23516203_23521155_-_ENSMUSG00000020286.13_ENSMUSG00000020286.13.unspliced,-0.142425782,-0.117627301,-0.105148331
1700093K21Rik_chr11_23516203_23521155_-_ENSMUSG00000020286.13_ENSMUST00000239488.1,0.431397038,0.158839526,-0.019446772
1700094D03Rik_chr3_90062796_90068347_+_ENSMUSG00000118506.1_ENSMUSG00000118506.1.unspliced,-0.154766393,-0.107604927,-0.092447867
1700094D03Rik_chr3_90062796_90068347_+_ENSMUSG00000118506.1_ENSMUST00000029551.2,0.047038161,0.151896095,0.233430605
1700094D03Rik_chr3_90062796_90068347_+_ENSMUSG00000118506.1_ENSMUST00000238911.1,0.468753772,0.200260125,0.031312935
1700102H20Rik_chr17_3557824_3559862_+_ENSMUSG00000116852.1_ENSMUSG00000116852.1.unspliced,0.014939919,-0.065573224,-0.030646405
1700102P08Rik_chr9_108392805_108410934_+_ENSMUSG00000032611.9_ENSMUSG00000032611.9.unspliced,-0.162440988,0.492020469,0.392861444
1700102P08Rik_chr9_108392805_108410934_+_ENSMUSG00000032611.9_ENSMUST00000035234.5,0.414104437,0.331740307,0.14689098
1700102P08Rik_chr9_108392805_108410934_+_ENSMUSG00000032611.9_ENSMUST00000192995.5,NA,NA,NA
1700108F19Rik_chr14_76672963_76687169_+_ENSMUSG00000101009.6_ENSMUSG00000101009.6.unspliced,0.43186993,0.388133007,0.49677128
1700109H08Rik_chr5_3571566_3584356_+_ENSMUSG00000008307.11_ENSMUSG00000008307.11.unspliced,-0.068182904,0.612296355,0.596582602
1700109H08Rik_chr5_3571566_3584356_+_ENSMUSG00000008307.11_ENSMUST00000008451.11,-0.109641833,-0.195683506,-0.219978116
1700110C19Rik_chr17_10324602_10329307_+_ENSMUSG00000099384.6_ENSMUSG00000099384.6.unspliced,0.068850083,0.473012489,0.690321132
1700112D23Rik_chr3_28702667_28781108_-_ENSMUSG00000091329.2_ENSMUSG00000091329.2.unspliced,0.535295565,0.75666437,0.56790878
1700112J16Rik_chr7_67204082_67222536_-_ENSMUSG00000097527.2_ENSMUSG00000097527.2.unspliced,0.720203679,0.57441159,0.393797276
1700113A16Rik_chr3_88171556_88177785_-_ENSMUSG00000096935.5_ENSMUSG00000096935.5.unspliced,0.013058393,0.773873622,0.75154243
1700120B22Rik_chr10_63243068_63244153_-_ENSMUSG00000045391.4_ENSMUSG00000045391.4.unspliced,0.739352807,0.455975071,0.279069033
1700120C14Rik_chr15_99249511_99262044_+_ENSMUSG00000100599.2_ENSMUSG00000100599.2.unspliced,0.628268516,0.48953124,0.427188834
1700122E12Rik_chr8_84847188_84848415_+_ENSMUSG00000087685.1_ENSMUSG00000087685.1.unspliced,0.709841532,0.48754904,0.304733063
1700123M08Rik_chr4_11966565_11994280_+_ENSMUSG00000085614.1_ENSMUSG00000085614.1.unspliced,0.037437262,0.34344314,0.638981375
1700123O20Rik_chr14_54686216_54690741_+_ENSMUSG00000040822.7_ENSMUSG00000040822.7.unspliced,-0.111192829,0.501922755,0.587725658
1700124L16Rik_chr6_83761756_83762865_-_ENSMUSG00000099354.6_ENSMUST00000190077.1.monoexonic.unspliced,-0.18503709,-0.178143179,-0.097219543
1700125G22Rik_chr3_27154026_27157019_+_ENSMUSG00000097584.1_ENSMUSG00000097584.1.unspliced,0.128313832,0.512943474,0.704849549
1810009A15Rik_chr19_8888853_8890881_+_ENSMUSG00000071653.9_ENSMUSG00000071653.9.unspliced,0.069495793,-0.035625326,-0.085482531
1810010H24Rik_chr11_107025681_107030443_+_ENSMUSG00000078607.6_ENSMUSG00000078607.6.unspliced,0.308973376,0.410086107,0.341813541
1810012K16Rik_chr8_22398721_22399596_+_ENSMUSG00000099825.1_ENSMUSG00000099825.1.unspliced,-0.0399764,0.554445081,0.601956983
1810013L24Rik_chr16_8830100_8858922_+_ENSMUSG00000022507.6_ENSMUSG00000022507.6.unspliced,0.113478486,0.03364176,0.15798552
1810014B01Rik_chr10_86685525_86694806_+_ENSMUSG00000097412.2_ENSMUST00000218095.1,0.138289778,-0.017644385,-0.034970022
1810019D21Rik_chr8_106135400_106138525_+_ENSMUSG00000086390.7_ENSMUSG00000086390.7.unspliced,0.650022218,0.453262886,0.265721237
1810019D21Rik_chr8_106135400_106138525_+_ENSMUSG00000086390.7_ENSMUST00000145343.1,0.682561906,0.442548738,0.260419653
1810019N24Rik_chr7_12948592_12961768_-_ENSMUSG00000097115.2_ENSMUST00000181128.1,0.090126486,0.38517313,0.310880789
1810020O05Rik_chr6_87675590_87722801_-_ENSMUSG00000089997.2_ENSMUST00000238521.1,-0.092835044,-0.196499449,-0.213332019
1810021B22Rik_chr15_89071196_89075852_-_ENSMUSG00000087331.8_ENSMUSG00000087331.8.unspliced,0.689746836,0.452566149,0.298509073
1810024B03Rik_chr2_127186355_127208280_-_ENSMUSG00000044145.2_ENSMUSG00000044145.2.unspliced,0.507272519,0.536839309,0.38608322
1810026B05Rik_chr7_73539801_73558395_-_ENSMUSG00000101970.8_ENSMUSG00000101970.8.unspliced,-0.024716886,0.218095251,0.377461005
1810026B05Rik_chr7_73539801_73558395_-_ENSMUSG00000101970.8_ENSMUST00000184554.7,0.396532454,0.184101123,-0.008828798
1810030O07Rik_chrX_12654879_12673668_-_ENSMUSG00000044148.6_ENSMUSG00000044148.6.unspliced,0.201995215,0.370677583,0.488487014
1810037I17Rik_chr3_122924203_122926184_+_ENSMUSG00000054091.9_ENSMUSG00000054091.9.unspliced,-0.107117779,-0.031323,-0.129118306
1810044D09Rik_chr6_91440987_91441755_+_ENSMUSG00000100680.1_ENSMUSG00000100680.1.unspliced,0.321800741,0.109230996,-0.015197019
1810055G02Rik_chr19_3708293_3717881_+_ENSMUSG00000035372.2_ENSMUSG00000035372.2.unspliced,-0.069113191,0.456841489,0.724994645
1810058I24Rik_chr6_35252654_35263496_+_ENSMUSG00000073155.12_ENSMUSG00000073155.12.unspliced,-0.030900922,-0.062997607,0.232229035
1810059C17Rik_chr2_18054193_18056613_-_ENSMUSG00000086340.1_ENSMUSG00000086340.1.unspliced,-0.011378111,-0.070123093,-0.044068272
1810062G17Rik_chr3_36475937_36482299_+_ENSMUSG00000027713.6_ENSMUSG00000027713.6.unspliced,0.093976316,0.579455373,0.680970959
1810062O18Rik_chr14_20546079_20570687_+_ENSMUSG00000084925.8_ENSMUSG00000084925.8.unspliced,-0.058670709,0.561711099,0.593411944
2010001A14Rik_chr11_57795499_57801417_-_ENSMUSG00000087165.7_ENSMUSG00000087165.7.unspliced,-0.015012849,0.383897692,0.561420368
2010008C14Rik_chr6_125083437_125084029_+_ENSMUSG00000107761.1_ENSMUST00000203956.1.monoexonic.unspliced,0.000876535,-0.082726053,-0.103460193
2010010A06Rik_chr18_75288655_75297329_-_ENSMUSG00000102047.1_ENSMUSG00000102047.1.unspliced,-0.081000029,-0.053778911,-0.016452203
2010109A12Rik_chr5_93206518_93213475_+_ENSMUSG00000029384.5_ENSMUSG00000029384.5.unspliced,0.284937931,0.370172116,0.416626163
2010110E17Rik_chr8_86885688_86886566_+_ENSMUSG00000098434.1_ENSMUST00000184161.1.monoexonic.unspliced,0.070260347,0.346387132,0.584907847
2010110K18Rik_chr18_34751809_34758685_+_ENSMUSG00000097755.2_ENSMUSG00000097755.2.unspliced,0.23764431,0.085442114,-0.03267907
2010110K18Rik_chr18_34751809_34758685_+_ENSMUSG00000097755.2_ENSMUST00000181453.2,-0.001640144,-0.131446715,-0.190307606
2010204K13Rik_chrX_7411817_7445143_-_ENSMUSG00000063018.6_ENSMUSG00000063018.6.unspliced,0.682924742,0.552612885,0.411775678
2010300C02Rik_chr1_37611677_37720085_-_ENSMUSG00000026090.16_ENSMUSG00000026090.16.unspliced,-0.075553553,0.256827178,0.576423371
2010310C07Rik_chr6_42370671_42381215_+_ENSMUSG00000101268.6_ENSMUSG00000101268.6.unspliced,0.046381409,0.196801305,0.621669223
2200002D01Rik_chr7_29246561_29248466_-_ENSMUSG00000030587.5_ENSMUSG00000030587.5.unspliced,-0.107117779,-0.031323,-0.129118306
2210016F16Rik_chr13_58379817_58385225_-_ENSMUSG00000021550.6_ENSMUSG00000021550.6.unspliced,-0.204866228,-0.140744884,-0.148449006
2210016L21Rik_chr5_114942158_114949783_+_ENSMUSG00000029559.15_ENSMUSG00000029559.15.unspliced,0.590493596,0.657194255,0.417221852
